AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
Dairy_Atct_2,Erfrischende Milch,Erfrischende Milch: $3.99 pro 2-Liter-Karton nur diese Woche,,-3,0
Dairy_Atct_2,Lait frais,"Lait frais 3,99 $ par carton de 2 L cette semaine uniquement !",,-2,0
Dairy_Atct_2,Refreshing Milk,Refreshing Milk $3.99 per 2 L carton this week only,,-1,0
DesktopsAndLaptops,Komputery stacjonarne i laptopy,Komputery stacjonarne i laptopy - skonfiguruj swoją wymarzoną maszynę,,-22,0
DesktopsAndLaptops,Desktop-uri şi laptop-uri,Desktop-uri şi laptop-uri personalizate - Proiectaţi-vă maşina de vis,,-21,0
DesktopsAndLaptops,Настольные и портативные компьютеры,Настольные и портативные компьютеры - создайте компьютер своей мечты,,-20,0
DesktopsAndLaptops,デスクトップとラップトップ,デスクトップとラップトップ 夢のシステムを構成します,,-10,0
DesktopsAndLaptops,데스크탑 및 랩탑,사용자 정의된 데스크탑과 랩탑이 꿈의 시스템 구성,,-9,0
DesktopsAndLaptops,桌上型電腦和膝上型電腦,自訂的桌上型電腦和膝上型電腦打造您的夢幻機器,,-8,0
DesktopsAndLaptops,台式机和笔记本,定制台式机和笔记本，配置您的梦幻机器,,-7,0
DesktopsAndLaptops,Desktops e Laptops,Desktops de laptops personalizados Configure a máquina de seus sonhos,,-6,0
DesktopsAndLaptops,Sistemas de sobremesa y portátiles,Sistemas de sobremesa personalizados y portátiles Configure la máquina de sus sueños,,-5,0
DesktopsAndLaptops,Desktop e laptop,Desktop e laptop. Configura la tua macchina da sogno,,-4,0
DesktopsAndLaptops,Desktops und Laptops,Desktops und Laptops: Konfigurieren Sie Ihren Wunschcomputer,,-3,0
DesktopsAndLaptops,Bureaux et ordinateurs portables,Bureaux et ordinateurs portables. Configurez la machine de vos rêves,,-2,0
DesktopsAndLaptops,Desktops and Laptops,Custom desktops and laptops Configure your dream machine,,-1,0
GetReadyForSchool,Przygotuj się do szkoły,Przygotuj się do szkoły - 15% zniżki na wybrane laptopy,,-22,0
GetReadyForSchool,Fiţi gata pentru şcoală,Fiţi gata pentru şcoală - Obţineţi 15% reducere la laptop-urile selectate,,-21,0
GetReadyForSchool,Подготовьтесь к школе,Подготовьтесь к школе - получите скидку 15 % на некоторые ноутбуки,,-20,0
GetReadyForSchool,学校への準備,学校への準備 15% 割引 選択したラップトップで,,-10,0
GetReadyForSchool,Get Ready For School,Get Ready For School 선택된 랩탑 15% 할인,,-9,0
GetReadyForSchool,開學前必備,開學前必備選取的膝上型電腦享有 15% 折扣,,-8,0
GetReadyForSchool,开学装备优惠,开学装备优惠 - 精选笔记本电脑 15% 折扣,,-7,0
GetReadyForSchool,Prepare-se para a Escola,Prepare-se para a escola 15% de desconto em laptops selecionados,,-6,0
GetReadyForSchool,Preparados para el cole,Preparados para el cole 15% de descuento en una selección de portátiles,,-5,0
GetReadyForSchool,Pronti per la scuola,Pronti per la scuola. 15% di sconto su una selezione di laptop,,-4,0
GetReadyForSchool,Fertig für die Schule,Fertig für die Schule: 15% auf ausgewählte Laptops,,-3,0
GetReadyForSchool,Prêt pour l'école,Prêt pour l'école Moins 15 % sur une sélection de portables,,-2,0
GetReadyForSchool,Get Ready For School,Get ready for school Get 15% off on selected laptops,,-1,0
PowerOnTheGo,Komputer na drogę,Komputer na drogę - 10% zniżki na wybrane tablety,,-22,0
PowerOnTheGo,Power On The Go,Power On The Go - Obţineţi 10% reducere la tabletele selectate,,-21,0
PowerOnTheGo,"Возможности, которые всегда с вами","Возможности, которые всегда с вами - получите скидку 10 % на некоторые планшетные компьютеры",,-20,0
PowerOnTheGo,Power On The Go,Power on the Go 10% 割引 選択したタブレットで,,-10,0
PowerOnTheGo,Power On The Go,Power on The Go 선택된 태블릿 10% 할인 ,,-9,0
PowerOnTheGo,移動電源,移動電源選取的平板電腦享有 10% 折扣,,-8,0
PowerOnTheGo,随时随地，精彩无限,随时随地，精彩无限 - 精选平板电脑 10% 折扣,,-7,0
PowerOnTheGo,Energia em Movimento,Energia em movimento Obtenha 10% de desconto em tablets selecionados,,-6,0
PowerOnTheGo,Potencia a mano,Potencia a mano 10% de descuento en una selección de tabletas,,-5,0
PowerOnTheGo,Power On The Go,Power on the Go. 10% di sconto su una selezione di tablet,,-4,0
PowerOnTheGo,Leistung auf Abruf,Leistung auf Abruf: 10% Rabatt auf Tablet-Computer,,-3,0
PowerOnTheGo,Puissance nomade,Puissance nomade Moins 10% sur une sélection de tablettes,,-2,0
PowerOnTheGo,Power On The Go,Power on the go Get 10% off on selected tablets,,-1,0
Fruits_Atct_1,Czerwone i pyszne,Czerwone i pyszne - tylko w tym tygodniu 15 zł za 5 kg,,-22,0
Fruits_Atct_1,Roşu şi delicios,"Roşu şi delicios - 5$ reducere la punga de 5kg, doar această săptămână",,-21,0
Fruits_Atct_1,Яблоки Red Delicious,Яблоки Red Delicious - только на этой неделе всего $5 за пятикилограммовый пакет,,-20,0
Fruits_Atct_1,レッド・デリシャス,レッド・デリシャス 5Kg 当り $5 今週のみ,,-10,0
Fruits_Atct_1,레드 딜리셔스,이번 주에만 레드 딜리셔스 5kg 봉지당 5달러 ,,-9,0
Fruits_Atct_1,五爪蘋果,五爪蘋果限本週 5 公斤袋裝 $5,,-8,0
Fruits_Atct_1,蛇果,蛇果 5 美元/袋（5 公斤)，仅限本周,,-7,0
Fruits_Atct_1,Vermelhas e Deliciosas,Vermelhas e Deliciosas $5 por um pacote de 5 kg somente esta semana,,-6,0
Fruits_Atct_1,Manzanas rojas y deliciosas,"Manzanas rojas y deliciosas 5 euros la bolsa de 5 kg, sólo esta semana",,-5,0
Fruits_Atct_1,Rosse e deliziose,Rosse e deliziose. $5 per un sacco da 5 kg. Solo questa settimana,,-4,0
Fruits_Atct_1,Rot und köstlich,Rot und köstlich: $5 pro 5-Kg-Beutel nur diese Woche,,-3,0
Fruits_Atct_1,Pommes Red Delicious,Red and Delicious 5 $ les 5 kg cette semaine uniquement !,,-2,0
Fruits_Atct_1,Red and Delicious,Red and Delicious $5 for a 5kg bag this week only,,-1,0
Fruits_Atct_2,Dojrzałe jeżyny,"Dojrzałe jeżyny - tylko w tym tygodniu 11,99 zł/opakowanie",,-22,0
Fruits_Atct_2,Fructe de pădure savuroase,"Fructe de pădure savuroase - 3,99$ pe pachet, doar această săptămână",,-21,0
Fruits_Atct_2,Щедрые ягоды,"Щедрые ягоды - только на этой неделе $3,99 за пакет",,-20,0
Fruits_Atct_2,Bountiful Berries,Bountiful Berries パケット当り $3.99 今週のみ,,-10,0
Fruits_Atct_2,바운티풀 베리,이번 주에만 바운티풀 베리가 한 통에 3.99달러,,-9,0
Fruits_Atct_2,大莓果,大莓果限本週每包 $3.99,,-8,0
Fruits_Atct_2,多汁浆果,多汁浆果，3.99 美元/盘，仅限本周,,-7,0
Fruits_Atct_2,Abundantes Frutas Vermelhas,"Abundantes Frutas Vermelhas $3,99 por pacote somente esta semana",,-6,0
Fruits_Atct_2,Frutas del bosque,"Frutas del bosque 3,99 cada paquete, sólo esta semana",,-5,0
Fruits_Atct_2,Frutti di bosco,"Frutti di bosco. $3,99 a confezione. Solo questa settimana",,-4,0
Fruits_Atct_2,Köstliche Beeren,Köstliche Beeren: $3.99 pro Pack nur diese Woche,,-3,0
Fruits_Atct_2,Baies Bountiful,"Baies Bountiful 3,99 $ par paquet cette semaine uniquement !",,-2,0
Fruits_Atct_2,Bountiful Berries,Bountiful Berries $3.99 per packet this week only,,-1,0
Furniture_Atct_1,Meble do sypialni,15% zniżki na meble do sypialni,,-22,0
Furniture_Atct_1,Mobilă de dormitor,15% reducere la mobila de dormitor,,-21,0
Furniture_Atct_1,Мебель для спальни,15 % скидка на мебель для спальни,,-20,0
Furniture_Atct_1,寝室の家具,15% 割引 寝室の家具,,-10,0
Furniture_Atct_1,침실 가구,침실 가구 15% 할인,,-9,0
Furniture_Atct_1,寢室傢俱,寢室傢俱享有 15% 折扣,,-8,0
Furniture_Atct_1,卧室家具,卧室家具 15% 折扣,,-7,0
Furniture_Atct_1,Mobília de Dormitório,15% de desconto em mobília de dormitório,,-6,0
Furniture_Atct_1,Mobiliario de dormitorio,15% de descuento en mobiliario de dormitorio,,-5,0
Furniture_Atct_1,Mobili camera da letto,15% di sconto sui mobili della camera da letto,,-4,0
Furniture_Atct_1,Schlafzimmermöbel,15% auf Schlafzimmermöbel,,-3,0
Furniture_Atct_1,Meubles de chambre à coucher,Moins 15 % sur les meubles de chambre à coucher,,-2,0
Furniture_Atct_1,Bedroom Furniture,15% off bedroom furniture,,-1,0
Furniture_Atct_2,Oszczędzaj na oświetleniu,40% zniżki na wybrane lampy stołowe,,-22,0
Furniture_Atct_2,Economisiţi la lămpi,Economisiţi la lămpi - 40% reducere la lămpile de masă selectate,,-21,0
Furniture_Atct_2,Экономьте на осветительных приборах,Экономьте на осветительных приборах - на некоторые настольные лампы скидка 40 %,,-20,0
Furniture_Atct_2,照明装置の割引,照明装置の割引 40% 割引 選択したテーブル・ランプで,,-10,0
Furniture_Atct_2,조명 할인,조명 할인 선택된 테이블 램프 40% 할인,,-9,0
Furniture_Atct_2,燈光節省,燈光節省所選的桌燈享有 40% 折扣,,-8,0
Furniture_Atct_2,灯具价格优惠,灯具价格优惠，精选台灯 40% 折扣,,-7,0
Furniture_Atct_2,Economize em Iluminação,Economize em Iluminação 40% de desconto em luminárias de mesa selecionadas,,-6,0
Furniture_Atct_2,Ahorre en iluminación,Ahorre en iluminación 40% de descuento en una selección de lámparas de mesa,,-5,0
Furniture_Atct_2,Sconti illuminazione,Sconti illuminazione. 40% di sconto su una selezione di lampade da tavolo,,-4,0
Furniture_Atct_2,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen: 40% auf ausgewählte Tischleuchten,,-3,0
Furniture_Atct_2,Faites des économies sur l'éclairage,Faites des économies sur l'éclairage Moins 40 % sur une sélection de lampes de table,,-2,0
Furniture_Atct_2,Save on Lighting,Save on Lighting 40% off selected table lamps,,-1,0
FreeDelivery,Bezpłatna dostawa,"Bezpłatna dostawa - dostawa jest bezpłatna, jeśli wydasz ponad 300 zł",,-22,0
FreeDelivery,Livrare gratuită,Livrare gratuită - Obţineţi livrare gratuită când cheltuiţi peste 100$,,-21,0
FreeDelivery,Бесплатная доставка,Бесплатная доставка - при покупке на сумму больше $100 доставка бесплатно,,-20,0
FreeDelivery,無料配達,無料配達 $100 以上お買い上げの場合は、無料配達,,-10,0
FreeDelivery,무료 운송,무료 운송 100 달러 초과 지불 시 무료 운송,,-9,0
FreeDelivery,免費運送,免費運送在您消費超過 $100 即享有免費運送,,-8,0
FreeDelivery,免费送货,免费送货 - 消费超过 100 美元时免费送货,,-7,0
FreeDelivery,Entrega Grátis,Entrega Grátis Obtenha entrega grátis em compras acima de $100,,-6,0
FreeDelivery,Entrega gratis,Entrega gratis Reciba su compra gratis si el importe supera los 100 euros,,-5,0
FreeDelivery,Consegna gratuita,Consegna gratuita. Consegna gratuita per acquisti di importo superiore a $100,,-4,0
FreeDelivery,Gratisversand,Gratisversand: Gratisversand ab einem Bestellwert über 100€,,-3,0
FreeDelivery,Livraison gratuite,Livraison gratuite Livraison gratuite à partir de 100 $ d'achats,,-2,0
FreeDelivery,Free Delivery,Free Delivery Get free delivery when you spend over $100,,-1,0
AtlanticLobster,Homar atlantycki,"Homar atlantycki - tylko w tym tygodniu 56,99 zł/kg",,-22,0
AtlanticLobster,Homar de Atlantic,"Homar de Atlantic - 18,99$ per kg, doar această săptămână",,-21,0
AtlanticLobster,Атлантический омар,"Атлантический омар - только на этой неделе $18,99 за кг",,-20,0
AtlanticLobster,Atlantic Lobster,Atlantic Lobster Kg 当り $18.99 今週のみ,,-10,0
AtlanticLobster,대서양 바닷가재,이번 주에만 대서양 바닷가재가 Kg당 18.99 달러 ,,-9,0
AtlanticLobster,大西洋龍蝦,大西洋龍蝦限本週每公斤 $18.99,,-8,0
AtlanticLobster,大西洋龙虾,大西洋龙虾 18.99 美元一斤，仅限本周,,-7,0
AtlanticLobster,Lagosta do Atlântico,"Lagosta do Atlântico $18,99 por kg somente esta semana",,-6,0
AtlanticLobster,Langosta del atlántico,"Langosta del atlántico 18,99/kg, sólo esta semana",,-5,0
AtlanticLobster,Aragosta dell'Atlantico,"Aragosta dell'Atlantico. $18,99 al kg. Solo questa settimana",,-4,0
AtlanticLobster,Atlantik-Hummer,Atlantik-Hummer: $18.99 pro Kg nur diese Woche,,-3,0
AtlanticLobster,Homard de l'Atlantique,"Homard de l'Atlantique 18,99 $ le kg cette semaine uniquement !",,-2,0
AtlanticLobster,Atlantic Lobster,Atlantic Lobster $18.99 per kg this week only,,-1,0
CrispRomaine,Chrupiąca sałata,"Chrupiąca sałata - tylko w tym tygodniu 5,99 zł/kg",,-22,0
CrispRomaine,Lăptucă creaţă,"Lăptucă creaţă - 1,99$ per kg, doar această săptămână",,-21,0
CrispRomaine,Свежий салат Ромэн,"Свежий салат Ромэн - только на этой неделе $1,99 за кг",,-20,0
CrispRomaine,Crisp Romaine,Crisp Romaine Kg 当り $1.99 今週のみ,,-10,0
CrispRomaine,신선한 로메인,이번 주에만 신선한 로메인이 Kg당 1.99달러 ,,-9,0
CrispRomaine,羅馬生菜,羅馬生菜限本週每公斤 $1.99,,-8,0
CrispRomaine,爽脆生菜,爽脆生菜 1.99 美元一斤，仅限本周,,-7,0
CrispRomaine,Alface Romaine Crocante,"Alface Romaine Crocante $1,99 por kg somente esta semana",,-6,0
CrispRomaine,Lechuga fresca,"Lechuga fresca 1,99/kg, sólo esta semana",,-5,0
CrispRomaine,Lattuga romana,"Lattuga romana. $1,99 al kg. Solo questa settimana",,-4,0
CrispRomaine,Crisp Romaine,Crisp Romaine: $1.99 pro Kg nur diese Woche,,-3,0
CrispRomaine,Romaine croquante,"Romaine croquante 1,99 $ le kg cette semaine uniquement !",,-2,0
CrispRomaine,Crisp Romaine,Crisp Romaine $1.99 per kg this week only,,-1,0
FreeConsultation,Bezpłatne porady,Bezpłatne porady - uzyskaj poradę eksperta do każdej recepty,,-22,0
FreeConsultation,Consultaţie gratis,Consultaţie gratis - Obţineţi sfaturi avizate pentru fiecare ridicare de reţetă,,-21,0
FreeConsultation,Бесплатная консультация,Бесплатная консультация - получите совет специалиста при выборе предварительной подписки,,-20,0
FreeConsultation,無料相談,無料相談 各処方箋ごとに専門家のアドバイスを,,-10,0
FreeConsultation,무료 상담,무료 상담 처방약 선택 시마다 전문가 조언 받기,,-9,0
FreeConsultation,免費諮詢,免費諮詢在每次取藥時享有專業的建議,,-8,0
FreeConsultation,免费咨询,免费咨询 - 购买处方药时可获取专家建议,,-7,0
FreeConsultation,Consulta Gratuita,Consulte Gratuita Obtenha conselhos de especialistas com cada recebimento de receita,,-6,0
FreeConsultation,Consultas gratis,Consultas gratis Reciba consejos expertos en cada recogida de medicamentos,,-5,0
FreeConsultation,Consulenza gratuita,Consulenza gratuita. Richiedi il parere di un esperto con il ritiro di ciascuna prescrizione,,-4,0
FreeConsultation,Kostenlose Beratung,Kostenlose Beratung: Holen Sie sich Expertenrat bei jedem verschreibungspflichtigen Präparat,,-3,0
FreeConsultation,Consultation gratuite,Consultation gratuite Un avis d'expert à chaque prescription,,-2,0
FreeConsultation,Free Consultation,Free Consultation Get expert advice with each prescription pick-up,,-1,0
NaturalVitamins,Naturalne witaminy,Naturalne witaminy - 25% zniżki na organiczne suplementy diety,,-22,0
NaturalVitamins,Vitamine naturale,Vitamine naturale - 25% reducere al toate suplimentele organice,,-21,0
NaturalVitamins,Природные витамины,Природные витамины - скидка 25 % на все биодобавки,,-20,0
NaturalVitamins,Natural Vitamins,Natural Vitamins 25% 割引 すべての有機サプリメントで,,-10,0
NaturalVitamins,천연 비타민,모든 유기농 보충제의 천연 비타민 25% 할인,,-9,0
NaturalVitamins,天然維他命,天然維他命全部有機補充品享有 25% 折扣,,-8,0
NaturalVitamins,天然维生素,天然维生素 - 所有有机补充剂 25% 折扣,,-7,0
NaturalVitamins,Vitaminas Naturais,Vitaminas Naturais 25% de desconto em todos os suplementos orgânicos,,-6,0
NaturalVitamins,Vitaminas naturales,Vitaminas naturales 25% de descuento en todos los suplementos orgánicos,,-5,0
NaturalVitamins,Vitamine naturali,Vitamine naturali. 25% di sconto su tutti gli integratori biologici,,-4,0
NaturalVitamins,Natürliche Vitamine,Natürliche Vitamine: 25% Rabatt bei allen organischen Produkten,,-3,0
NaturalVitamins,Vitamines naturelles,Vitamines naturelles Moins 25% sur les suppléments bio,,-2,0
NaturalVitamins,Natural Vitamins,Natural Vitamins 25% off on all Organic suppliments,,-1,0
AutomaticRefills,Automatyczne przypomnienia,"Automatyczne przypomnienia - zarejestruj się, aby otrzymywać automatyczne przypomnienia",,-22,0
AutomaticRefills,Reumpleri automate,Reumpleri automate - Înscrieţi-vă pentru reumplere automată astăzi!,,-21,0
AutomaticRefills,Автоматическое пополнение,Автоматическое пополнение - подпишитесь на автоматическое пополнение уже сегодня,,-20,0
AutomaticRefills,自動補充,自動補充 今日自動補充にサイン,,-10,0
AutomaticRefills,자동 리필,오늘 자동 리필을 위한 자동 리필 등록,,-9,0
AutomaticRefills,自動裝填,自動裝填今天就登入自動裝填,,-8,0
AutomaticRefills,自动续药,自动续药 - 自动续药，今天就签约吧！,,-7,0
AutomaticRefills,Refis Automáticos,Refis Automáticos Inscreva-se hoje para refis automáticos,,-6,0
AutomaticRefills,Reposiciones automáticas,Reposiciones automáticas Inscríbase hoy mismo para recibir reposiciones automáticamente,,-5,0
AutomaticRefills,Ricariche automatiche,Ricariche automatiche. Abbonati oggi alle ricariche automatiche,,-4,0
AutomaticRefills,Automatische Nachfüllungen,Automatische Nachfüllungen: Melden Sie sich heute noch für automatische Nachfüllungen an!,,-3,0
AutomaticRefills,Renouvellements automatiques,Renouvellements automatiques Optez pour les recharges automatiques aujourd'hui !,,-2,0
AutomaticRefills,Automatic Refills,Automatic Refills Sign up for automatic refills today,,-1,0
LivingRoomSale,Wyprzedaż mebli do salonu,Wyprzedaż mebli do salonu - 15% zniżki na meble do salonu,,-22,0
LivingRoomSale,Solduri la canapele,Solduri la canapele - Econiomisiţi 15% la mobila pentru camera de zi,,-21,0
LivingRoomSale,Распродажа гостиных комнат,Распродажа гостиных комнат: скидка 15 % на мебель для жилых комнат,,-20,0
LivingRoomSale,リビング・ルーム特売,リビング・ルーム特売 リビング・ルームの家具で 15% 割引,,-10,0
LivingRoomSale,거실 세일,거실 세일 거실 가구 15% 할인,,-9,0
LivingRoomSale,客廳銷售,客廳銷售客廳傢俱可省下 15%,,-8,0
LivingRoomSale,起居室,起居室促销 - 起居室家具 15% 折扣,,-7,0
LivingRoomSale,Venda de Sala de Estar,Venda de Sala de Estar Economize 15% em mobília de sala de estar,,-6,0
LivingRoomSale,Ofertas para el salón,Ofertas para el salón Ahorre un 15% en mobiliario para su salón,,-5,0
LivingRoomSale,Vendita sala da pranzo,Vendita sala da pranzo. 15% di sconto sull'arredo della sala da pranzo,,-4,0
LivingRoomSale,Wohnzimmer - Angebote,Wohnen mit Stil - Sparen Sie 15% bei Wohnzimmermöbeln,,-3,0
LivingRoomSale,Soldes sur les salons,"Soldes sur les salons, moins 15 % sur les meubles de salon",,-2,0
LivingRoomSale,Living Room Sale,Living Room Sale Save 15% on Living Room furniture,,-1,0
PerfectEveryTime,Idealna za każdym razem,Idealna za każdym razem - 15% zniżki na ekspresy do kawy,,-22,0
PerfectEveryTime,Perfect în orice moment,Perfect în orice moment - 15% reducere la aparatele pentru specialităţi de cafea,,-21,0
PerfectEveryTime,Неизменное совершенство,Неизменное совершенство - скидка 15 % на специальный ассортимент кофеварок,,-20,0
PerfectEveryTime,Perfect Every Time,Perfect Every Time 15% 割引 特製コーヒー・メーカー,,-10,0
PerfectEveryTime,매 순간,매 순간 완벽한 특선 커피 메이커 15% 할인,,-9,0
PerfectEveryTime,Perfect Every Time,Perfect Every Time 專業咖啡機享有 15% 折扣,,-8,0
PerfectEveryTime,完美表现每一次,完美表现每一次，专业咖啡机 15% 折扣,,-7,0
PerfectEveryTime,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes 15% de desconto em cafeteiras especiais,,-6,0
PerfectEveryTime,Siempre perfecto,Siempre perfecto 15% de descuento en cafeteras especializadas,,-5,0
PerfectEveryTime,Sempre perfetto,Sempre perfetto. 15% di sconto su macchine per il caffè speciali,,-4,0
PerfectEveryTime,Jedesmal perfekt,Jedesmal perfekt: 15% Rabatt bei Kaffemaschinen,,-3,0
PerfectEveryTime,La perfection à chaque fois,La perfection à chaque fois Moins 15% sur les cafetières Speciality Cofffee,,-2,0
PerfectEveryTime,Perfect Every Time,Perfect Every Time 15% off speciality cofffee makers,,-1,0
SaveOnLighting,Oszczędzaj na oświetleniu,Oszczędzaj na oświetleniu - 40% zniżki na wybrane lampy stołowe,,-22,0
SaveOnLighting,Economisiţi la lămpi,Economisiţi la lămpi - 40% reducere la lămpile de masă selectate,,-21,0
SaveOnLighting,Экономьте на осветительных приборах,Экономьте на осветительных приборах - на некоторые настольные лампы скидка 40 %,,-20,0
SaveOnLighting,照明装置の割引,照明装置の割引 40% 割引 選択したテーブル・ランプで,,-10,0
SaveOnLighting,조명 할인,조명 할인 선택된 테이블 램프 40% 할인,,-9,0
SaveOnLighting,燈光節省,燈光節省所選的桌燈享有 40% 折扣,,-8,0
SaveOnLighting,灯具价格优惠,灯具价格优惠，精选台灯 40% 折扣,,-7,0
SaveOnLighting,Economize em Iluminação,Economize em Iluminação 40% de desconto em luminárias de mesa selecionadas,,-6,0
SaveOnLighting,Ahorre en iluminación,Ahorre en iluminación 40% de descuento en una selección de lámparas de mesa,,-5,0
SaveOnLighting,Sconti illuminazione,Sconti illuminazione. 40% di sconto su una selezione di lampade da tavolo,,-4,0
SaveOnLighting,Bei der Beleuchtung sparen,Bei der Beleuchtung sparen: 40% auf ausgewählte Tischleuchten,,-3,0
SaveOnLighting,Faites des économies sur l'éclairage,Faites des économies sur l'éclairage Moins 40 % sur une sélection de lampes de table,,-2,0
SaveOnLighting,Save On Lighting,Save On Lighting 40% off on selected table lamps,,-1,0
Kitchenware_Atct_1,Garnki ze stali nierdzewnej,Garnki ze stali nierdzewnej - 20% zniżki na garnki ze stali nierdzewnej,,-22,0
Kitchenware_Atct_1,Vase inox,Vase inox - 20% reducere la vasele din oţel inoxidabil,,-21,0
Kitchenware_Atct_1,Кухонные принадлежности из нержавеющей стали,Кухонные принадлежности из нержавеющей стали - скидка на кухонную утварь 20 %,,-20,0
Kitchenware_Atct_1,ステンレス製料理道具,ステンレス製料理道具 20% 割引 ステンレス製料理道具,,-10,0
Kitchenware_Atct_1,스테인레스 주방기구,스테인레스 주방기구 스테인레스 스틸 주방기구 20% 할인,,-9,0
Kitchenware_Atct_1,不鏽鋼廚具,不鏽鋼廚具享有 20% 折扣的不鏽鋼廚具,,-8,0
Kitchenware_Atct_1,不锈钢厨具,不锈钢厨具 - 不锈钢厨具 20% 折扣,,-7,0
Kitchenware_Atct_1,Panelas de Inox,Panelas de Inox 20% de desconto em panelas de aço inoxidável,,-6,0
Kitchenware_Atct_1,Artículos de cocina de acero inoxidable,Artículos de cocina de acero inoxidable 20% de descuento en artículos de cocina de acero inoxidable,,-5,0
Kitchenware_Atct_1,Utensili da cucina inossidabili,Utensili da cucina inossidabili. 20% di sconto sugli utensili da cucina in acciaio inossidabile,,-4,0
Kitchenware_Atct_1,Edelstahlkochgeschirr,Edelstahlkochgeschirr: 20% auf Edelstahlkochgeschirr,,-3,0
Kitchenware_Atct_1,Batterie de cuisine inox,Batterie de cuisine inox Moins 20 % sur les ustensiles de cuisine en acier inoxydable,,-2,0
Kitchenware_Atct_1,Stainless Cookware,Stainless Cookware 20% off stainless steel cookware,,-1,0
Kitchenware_Atct_2,Duży rabat na duże AGD,Duży rabat na duże AGD - 15% zniżki na duże urządzenia AGD,,-22,0
Kitchenware_Atct_2,Economii mari la bucătărie,Economii mari la bucătărie - 15% reducere la aparatura mare de bucătărie,,-21,0
Kitchenware_Atct_2,Экономьте на крупных кухонных аксессуарах,Экономьте на крупных кухонных аксессуарах: скидка 15 %  на крупные приспособления для кухни,,-20,0
Kitchenware_Atct_2,キッチン割引,キッチン割引 15% 割引 大キッチン電気器具,,-10,0
Kitchenware_Atct_2,대형 주방기기 할인,대형 주방기기 대형 주방기기 15% 할인,,-9,0
Kitchenware_Atct_2,廚房用具大優惠,廚房用具享有 15% 折扣廚房設備,,-8,0
Kitchenware_Atct_2,大型厨房设备优惠,大型厨房设备优惠，大型厨房设备 15% 折扣,,-7,0
Kitchenware_Atct_2,Grandes Economias na Cozinha,Grandes Economias na Cozinha 15% de desconto em grandes eletrodomésticos de cozinha,,-6,0
Kitchenware_Atct_2,Grandes ahorros en la cocina,Grandes ahorros en la cocina 15% de descuento en grandes electrodomésticos,,-5,0
Kitchenware_Atct_2,Sconti sui grandi elettrodomestici da cucina,Sconti sui grandi elettrodomestici da cucina. 15% di sconto sui grandi elettrodomestici da cucina,,-4,0
Kitchenware_Atct_2,Küchengeräteaktion,Küchengeräteaktion: 15% auf große Küchengeräte,,-3,0
Kitchenware_Atct_2,Réductions sur le gros électroménager de cuisine,Moins 15 % sur le gros électroménager de cuisine,,-2,0
Kitchenware_Atct_2,Big Kitchen Savings,Big Kitchen Savings 15% off large kitchen appliances,,-1,0
Laptops_Atct_1,Niestandardowe laptopy,"Niestandardowe laptopy - wybierz komponenty, których potrzebujesz",,-22,0
Laptops_Atct_1,Laptop-uri personalizate,Laptop-uri personalizate - Selectaţi componentele care vă satisfac necesităţile,,-21,0
Laptops_Atct_1,Настраиваемые портативные компьютеры,Настраиваемые портативные компьютеры - выбирайте компоненты по своим потребностям,,-20,0
Laptops_Atct_1,カスタム・ラップトップ,カスタム・ラップトップ 必要性に見合ったコンポーネントを選択してください,,-10,0
Laptops_Atct_1,사용자 정의된 랩탑,사용자 요구사항에 맞는 사용자 정의된 랩탑 구성요소,,-9,0
Laptops_Atct_1,自訂膝上型電腦,自訂膝上型電腦選取適合您需要的元件,,-8,0
Laptops_Atct_1,定制笔记本电脑,定制笔记本电脑 - 选择最能满足您需求的组件,,-7,0
Laptops_Atct_1,Laptops Personalizados,Laptops Personalizados Selecione os componentes adequados para suas necessidades,,-6,0
Laptops_Atct_1,Portátiles personalizados,Portátiles personalizados Seleccione los componentes según sus necesidades,,-5,0
Laptops_Atct_1,Laptop personalizzati,Laptop personalizzati. Seleziona i componenti adatti alle tue necessità,,-4,0
Laptops_Atct_1,Individuelle Laptops,Individuelle Laptops: Wählen Sie die Komponenten nach Ihren Wünschen,,-3,0
Laptops_Atct_1,Ordinateurs portables personnalisés,Ordinateurs portables personnalisés Sélectionnez les composants qui répondent à vos besoins,,-2,0
Laptops_Atct_1,Custom Laptops,Custom Laptops Select components that suit your needs,,-1,0
Laptops_Atct_2,Zaoszczędź na akcesoriach,Zaoszczędź na akcesoriach - 25% zniżki na akcesoria komputerowe,,-22,0
Laptops_Atct_2,Economisiţi la accesorii,Economisiţi la accesorii - 25% reducere la accesoriile pentru computer,,-21,0
Laptops_Atct_2,Сэкономьте на аксессуарах,Сэкономьте на аксессуарах - 25 % скидка на аксессуары для компьютера,,-20,0
Laptops_Atct_2,アクセサリーの割引,アクセサリーの割引 25% 割引 コンピューター・アクセサリー,,-10,0
Laptops_Atct_2,부품 할인,부품 할인 컴퓨터 부품 25% 할인,,-9,0
Laptops_Atct_2,配件節省,配件節省電腦配件享有 25% 折扣,,-8,0
Laptops_Atct_2,配件价格优惠,配件价格优惠，计算机配件 25% 折扣,,-7,0
Laptops_Atct_2,Economize em Acessórios,Economize em Acessórios 25% de desconto em acessórios de computador,,-6,0
